"participant","receipt","itemname","itemnumber","category","amount","itemprice","rabat","purchdate","purchtime","weekno","monthno","yearno","merchantname","dateofbirth","gender","contactme"
"Participant_0","receipt_0","mysli","5710405087890",NA,1,22.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","kohberg solsikkeboll","5701246006195","82",1,18.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","revolution reloaded palette sugar pie","10025389","makeup",1,49,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","hamburgerryg","4005097253717",NA,1,9.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pant","8880171","845",1,1,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","lovemade pasta","3444570200762","0000000016",1,14.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","persille","5706401000100","0000000030",1,7,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","danablu 50+ 150 g","5703985047354","296",1,12.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko arla minimaelk 1l","5700426291154","293",1,9.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","aebler i pose","5704023100048","0000000030",1,22,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","ribena solbaer 850 ml","5054267004320",NA,1,28.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","arla 24 soedmaelk 1l","5700426101019","293",1,11.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","skip.pipes","6410602227219","112",1,4,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pringles original","5053990138722","81",1,15,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","egelykke sku","5760466821599",NA,1,5.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko kartofler 1 kg","5712873466689","89",1,11,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pant","8880171","845",1,1,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","scoop hindbaer","5760278007082","84",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","kaerg. smoerbar 200g","5760466904919","294",1,20.5,-7.5,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","sorte oliven u/sten","5710405402136","80",1,8.25,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","bud. bearnaisesauce","5710405743864","800",1,12,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","egelykke skummet 1l","5760466821599","293",1,8.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","coca cola 1,5l","57045795",NA,1,12,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","bki instant","5701115363282","81",1,20,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","kylling urte","4005097671306",NA,1,14.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pistacienoedder","5705830006547","0000000007",1,21.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","kompagniet","224005601257",NA,1,299,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko guleroedder","5712870272580","89",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","letmaelk","5711953060748","0000000002",1,12.75,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","castello m/troeffel","5711953018701","296",1,24.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","sikkerhedsbrille","5705830321466","0000000077",1,15,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","5pk tights","5712873198818","114",1,149,-20,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pant c, 1 stk","7029","139",1,3,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","fp sport laeskedrik 1","7311041073100","116",1,7.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","gaer 50g","5710815000014","94",1,0.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","hvede tortillas","5712873692231","80",1,9.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","choco chips cookies","5708308035322",NA,1,15,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","rossini vafler","4002652000632","820",1,20,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko minimaelk","5700426291154",NA,1,8.95,-3.95,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko arla skummet 1l","5700426293929","293",1,13.25,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","roedbeder","5701018003544","0000000010",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","vandmelon","408","0000000030",1,20,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko groenkaal","5712870673844",NA,1,18,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","scrunchie immiteret pels ass. farver","10018104","hair tools",1,9,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","kyll. bryst m/chili","5707196179194","92",1,14.95,-4.95,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pepsi max","5741000124123","84",1,15.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","avivir aloe vera men","620317",NA,1,89,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","hedebogaard kryderier","5704974000411","103",1,14.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko guleroedder","5712870272580","89",1,11,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","matas striber mild natcreme normal/kombineret hud 50 ml",NA,NA,1,64.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","mini salami","5712871702697","92",1,4.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","toiletpapir","5705830005649","0000000017",1,24,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","minimaelk oeko.","5700426291154","0000000002",1,9.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","boelge kartoffel","5701012328452",NA,1,9.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","bells corn flakes","5712871199039","81",1,10.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","revet gouda 200g","5712873998166","296",1,14.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","selleri stk","5701410406233","351",1,22,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","danonino 6x50g","5710405309022","93",1,14.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","treo citrus","7046261621250","372",1,32,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","budget mornay sauce","5710405743802","800",1,17.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","bugles original","8710398502636","81",1,26,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","klorin wc gel","8714789237404","0000000014",1,18,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","polly roed 130 g","5712580923741",NA,1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","kartoffelspegepoelse","5704080955971","92",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","la roed 100s","57115764","0000000052",1,60,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","vores pizza capricc.","5712871663585","97",1,24.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","squash 2 l.","5701598025844","84",1,5.65,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","tortilla wraps","5701012813644","80",1,8.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","puslespil","5711708143634","0000000062",1,69,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","sc kyllingetern","5707196210163","92",1,10.8,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","a38 hindbaer","5760466961660","0000000002",1,15.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","groensags bouillon","5712872063636","800",1,5.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","jordbaer","431","0000000030",1,20,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pringles","5053990127740","0000000007",1,12,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","rundstykker","2012","0000000036",2,3.75,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","fettuc.spina","5701018026208",NA,1,14.95,-4.9,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","lindemans","9311218119486","85",1,50,-5,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","matilde kakaomaelk 1l","5704062370846","293",6,13.95,-53.7,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","skrabeaeg","5701607583167","0000000022",2,15,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","salat bionda","5711997110232","351",1,17.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","solsikkebroed, oeko. 8","5701205004439","102",1,17.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","v6 oekonomi","5704592016689","87",1,29.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","first price mozzarel","7311041078174","245",1,14.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","klementiner","611","350",-1,2.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","jackfruit thai curry","5712580552415","80",1,16,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","brooklyn","5707643200204",NA,1,23.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","skum.maelk oeko","5700426293929","0000000002",1,9.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","minimaelk","5700426291154","118",1,9.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","flaskebon","9999","139",1,-20.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","biotex 1,75l","8710522447109","88",1,49,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","blandet saft","5705001401102",NA,1,19.95,-9.95,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","maoam 5 pk.","4001686505021","87",1,10.25,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","skalddyrsdr.","5702040890157","591",1,16.25,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","finvalset havregryn","5712871081631","81",1,10.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","agnes 45+","5760466885089",NA,1,54.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","kinder aeg","5710405056575",NA,4,10.95,-8.8,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko nat. smoerbar200g","5701977062118","94",1,16.95,-6.95,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","flormelis","5701259000982","81",1,6.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","tun i vand royal","8715700100463","0000000003",9,8.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","bounty","90111280","0000000008",1,2.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pizza topping","5711953048265",NA,1,4,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","gb kokosmaelk 17-19%","5701410383619","106",1,11.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","a38 naturel 0,5%","5760466824767","118",1,12,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","launis rejer","5701263908885","591",1,54.95,-14.95,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","taffel chips","7310532106303","81",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","nordthy mix crackers","5711070606041","81",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","fastelavnsbolle","98375",NA,4,10,-20,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","ga-jol ren lakrids","57402116",NA,1,6,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","honninghj.","98630","164",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","harvest best","5712871113271","97",1,4.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","persille","5710405060657",NA,1,7,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","porrer 3 stk. bdt","5701860600021","89",1,15,-5,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","isterningeposer 20's","4008024","household",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","stjerneskud","58185","150",1,95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","vaadservietter pure","5029053550039","72",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pant a, 6 stk","7005","139",1,6,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","martini asti","5710405089658","85",1,50,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko koteletter","5707196284447","90",1,38.75,-3.75,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","lego creator 31066","5702015867900",NA,1,248,-86.8,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","bagekartofler","5701421001052","0000000030",1,15,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","laeskande drik","80331303",NA,4,12,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","yofu jordbaer","5411188105336",NA,1,23.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","svampe","8713021002404","0000000030",1,18,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","moerbrad","255233",NA,1.86,67.2,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","hotdogbroed","5712871580332","82",1,11.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","vegansk paalaeg","4010352754007","92",1,12.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","fr. leverpostej","5704000433480","0000000041",1,16.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","chokolade 70%","5705830012296","0000000008",1,16.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","frakta indkoebpos, st","17228340",NA,1,5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","amanda luksusrogn","5710405091996","80",1,16.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oksespegepoel","5704080953595",NA,1,24.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","letmaelk","7311041073292","0000000002",1,8.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","sanex showergel","8714789898520","72",1,25,-5,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","dfg kyl.laarmix 400g","5712580038667","295",1,25,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","stabile sandspartel","61229019365","6122",1,75,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","nupo rtd","5715667013069",NA,1,25,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","st. dalfour marm.","3388600000116","80",1,25,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","kleenex","5029053002033","72",1,18.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","filet provance 300g","5760725227445","295",1,29.95,-4.9,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","mega b-stress 120 ka","076280600629",NA,1,199.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","mango","5711044387266",NA,2,12,-12,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","first price partypoel","7311041078020","241",1,20.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","cheasy fraic","5760466996419",NA,1,12.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko loeg 750g","5701243994556","89",1,9,-4,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko. spidskaal","5705830603944","0000000030",1,13,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","bloed snemand","5710405569679",NA,1,24,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pant","8880173","845",1,3,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","druer i bakke","6009635190036","0000000030",1,9,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","stroempebuks 2pk","5710405363451",NA,1,59,-23.6,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","shampoo 1000 ml","5711044094560",NA,1,12,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","amo mel 2kg","5701029006305","103",1,26.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","tena lady","7322541079899","75",1,34.7,-10.1,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","shopping pose","5703855637432","0000000017",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","party krymmel","8718781587215","81",1,19.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","gavepapir","7316191106005","74",1,19.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","biksemad","5707196079357","0000000004",1,24.95,-9.95,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pepsi max lime 1,5 l","5741000155264","115",1,14.95,-2.45,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","shampoo","5740500004836",NA,1,36,-21,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","bogbind stjerner","5710405904159",NA,1,15,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","peber","462","0000000030",1,7.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","rema 1000 icetea","5705830011800","0000000001",1,2,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","cultura drik","5760466804547","0000000002",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","makrelsalat","5704068041443","98",1,14.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","grill briquette","7458","331",1,29.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","skinke i skiver","5705830604606","0000000041",1,8.35,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","taco mix","5705830002129","0000000010",1,5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","mandler ristet&salt","5712873177233","81",1,17.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","fantastisk papirserv","00149831",NA,1,16,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","hvidloegsbaade 600g","5712873642465","97",1,13.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","yoggi app.m/top 170g","5760466894418","93",1,7.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","risalamande","5760466968133","0000000002",1,19.95,-9.95,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pant","8880171",NA,1,1,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","1 kg. guleroedder","5701243200381","0000000030",1,8,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","smoerbagte vaniljekra","5709364673824","111",1,19.95,-14.9,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","chokoladetaer","5701029001768",NA,1,33,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","balloner","5704378972314",NA,1,5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","gavemaerker","5704378008174","79",1,10,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","rullepoelse 500g","5900244019958","92",1,39.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","baerepose stor","5701012360551",NA,1,3.75,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","haribo rotella","4001686102589","112",1,20,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","krydderboller","5705830603319","0000000006",1,6.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","kransekage","5711156006529","0000000036",1,30,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","agurk stop madspild","5700381817031","89",1,8,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko.havredrik","5701977012038","0000000010",1,19.95,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","fryseps. 2 ltr.","5705830003980","0000000017",4,5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","roedvinssauce","5705900000987","241",1,19.95,-9.95,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","pose","6922","777",2,2.5,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","flaskepant","290010","0000000029",1,1,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","oeko toerret svesker","5765228510995","80",1,38.95,-11.69,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
"Participant_0","receipt_0","forhaeng,slim","5702331182459","24",1,98,0,2023-01-01,NA,1,1,2023,"Store 1",1900-01-01,NA,NA
